compound_drug_id,compound_compound_name,compound_iupac,compound_smiles,compound_molecular_weight,compound_molecular_formula,compound_pharmacology
DB10746,Pinus ponderosa pollen,,,,,pending
DB10747,Pinus elliottii pollen,,,,,pending
DB10748,Pinus virginiana pollen,,,,,pending
DB10749,Pinus monticola pollen,,,,,pending
DB10750,Populus nigra pollen,,,,,pending
DB10751,Elaeagnus angustifolia pollen,,,,,pending
DB10752,Salix lasiolepis pollen,,,,,pending
DB10753,Salix discolor pollen,,,,,pending
DB10754,Populus balsamifera subsp. trichocarpa pollen,,,,,pending
DB10755,Taraxacum officinale pollen,,,,,pending
DB10756,Atriplex polycarpa pollen,,,,,pending
DB10757,Baccharis halimifolia pollen,,,,,pending
DB10758,Hymenoclea salsola pollen,,,,,pending
DB10759,Allenrolfea occidentalis pollen,,,,,pending
DB10760,Atriplex lentiformis pollen,,,,,pending
DB10761,Artemisia douglasiana pollen,,,,,pending
DB10762,Artemisia ludoviciana pollen,,,,,pending
DB10763,Urtica dioica pollen,,,,,pending
DB10764,Iva axillaris pollen,,,,,pending
DB10765,Ambrosia deltoidea pollen,,,,,pending
DB10766,Sarcobatus vermiculatus pollen,,,,,pending
DB10767,Atriplex canescens pollen,,,,,pending
DB10768,Artemisia absinthium pollen,,,,,pending
DB10769,Japanese encephalitis virus strain sa 14-14-2 antigen (formaldehyde inactivated),,,,,pending
DB10770,Foreskin fibroblast (neonatal),,,,,pending
DB10771,Bovine type I collagen,,,,,pending
DB10772,Foreskin keratinocyte (neonatal),,,,,pending
DB10773,Influenza A virus A/California/7/2009 (H1N1) recombinant hemagglutinin antigen,,,,,pending
DB10774,Influenza A virus A/Victoria/361/2011 (H3N2) recombinant hemagglutinin antigen,,,,,pending
DB10775,Influenza B virus B/Wisconsin/1/2010 recombinant hemagglutinin antigen,,,,,pending
DB10776,Influenza A virus A/Texas/50/2012 (H3N2) recombinant hemagglutinin antigen,,,,,pending
DB10777,Influenza B virus B/Massachusetts/2/2012 recombinant hemagglutinin antigen,,,,,pending
DB10778,Influenza A virus A/Switzerland/9715293/2013 (H3N2) recombinant hemagglutinin antigen,,,,,pending
DB10779,Influenza B virus B/Phuket/3073/2013 recombinant hemagglutinin antigen,,,,,pending
DB10780,Influenza B virus B/Hubei-Wujiagang/158/2009 BX-39 antigen (propiolactone inactivated),,,,,pending
DB10781,Influenza A virus A/Christchurch/16/2010 NIB-74 (H1N1) antigen (propiolactone inactivated),,,,,pending
DB10782,Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) antigen (propiolactone inactivated),,,,,pending
DB10783,Neisseria meningitidis serogroup b nhba fusion protein antigen,,,,,pending
DB10784,Neisseria meningitidis serogroup b fhbp fusion protein antigen,,,,,pending
DB10785,Neisseria meningitidis serogroup b nada protein antigen,,,,,pending
DB10786,Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle,,,,,pending
DB10787,Bordetella pertussis toxoid antigen (glutaraldehyde inactivated),,,,,pending
DB10788,Bordetella pertussis filamentous hemagglutinin antigen (formaldehyde inactivated),,,,,pending
DB10789,Bordetella pertussis pertactin antigen,,,,,pending
DB10790,Bordetella pertussis fimbriae 2/3 antigen,,,,,pending
DB10791,Influenza A virus A/California/7/2009 X-179A (H1N1) antigen (formaldehyde inactivated),,,,,pending
DB10792,Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) antigen (formaldehyde inactivated),,,,,pending
DB10793,Influenza B virus B/Phuket/3073/2013 antigen (formaldehyde inactivated),,,,,pending
DB10794,Influenza B virus B/Brisbane/60/2008 antigen (formaldehyde inactivated),,,,,pending
DB10795,Poliovirus type 1 antigen (formaldehyde inactivated),,,,,pending
DB10796,Poliovirus type 2 antigen (formaldehyde inactivated),,,,,pending
DB10797,Poliovirus type 3 antigen (formaldehyde inactivated),,,,,pending
DB10798,Neisseria meningitidis group a capsular polysaccharide diphtheria toxoid conjugate antigen,,,,,pending
DB10799,Neisseria meningitidis group c capsular polysaccharide diphtheria toxoid conjugate antigen,,,,,pending
DB10800,Neisseria meningitidis group y capsular polysaccharide diphtheria toxoid conjugate antigen,,,,,pending
DB10801,Neisseria meningitidis group w-135 capsular polysaccharide diphtheria toxoid conjugate antigen,,,,,pending
DB10802,Influenza A virus A/California/7/2009(H1N1)-like antigen (formaldehyde inactivated),,,,,pending
DB10803,Typhoid Vi polysaccharide vaccine,,,,,pending
DB10804,Bacillus calmette-guerin substrain connaught live antigen,,,,,pending
DB10805,Yellow Fever Vaccine,,,,,pending
DB10806,Fusarium oxysporum,,,,,pending
DB10807,Candida tropicalis,,,,,pending
DB10808,Mucor racemosus,,,,,pending
DB10809,Penicillium camemberti,,,,,pending
DB10810,Penicillium expansum,,,,,pending
DB10811,Penicillium italicum,,,,,pending
DB10812,Penicillium roqueforti,,,,,pending
DB10813,Phoma destructiva,,,,,pending
DB10814,Rhizopus stolonifer,,,,,pending
DB10815,Fraxinus pennsylvanica pollen,,,,,pending
DB10816,Atriplex confertifolia pollen,,,,,pending
DB10817,Passalora fulva,,,,,pending
DB10818,Cochliobolus spicifer,,,,,pending
DB10819,Myrothecium verrucaria,,,,,pending
DB10820,Hypomyces perniciosus,,,,,pending
DB10821,Neurospora crassa,,,,,pending
DB10822,Paecilomyces variotii,,,,,pending
DB10823,Microascus brevicaulis,,,,,pending
DB10824,Colletotrichum coccodes,,,,,pending
DB10825,Pleospora herbarum,,,,,pending
DB10826,Streptomyces griseus,,,,,pending
DB10827,Trichoderma viride,,,,,pending
DB10828,Trichophyton schoenleinii,,,,,pending
DB10829,Basil,,,,,pending
DB10830,Mung bean,,,,,pending
DB10831,Betula papyrifera pollen,,,,,pending
DB10832,Betula occidentalis pollen,,,,,pending
DB10833,Betula alleghaniensis pollen,,,,,pending
DB10834,Ustilago cynodontis,,,,,pending
DB10835,Ustilago nuda hordei,,,,,pending
DB10836,Bromus secalinus pollen,,,,,pending
DB10837,Beta vulgaris pollen,,,,,pending
DB10838,Chenopodium botrys pollen,,,,,pending
DB10839,Mycocladus corymbiferus,,,,,pending
DB10840,Acrothecium robustum,,,,,pending
DB10841,Humicola grisea,,,,,pending
DB10842,Microsporum audouinii,,,,,pending
DB10843,Microsporum canis,,,,,pending
DB10844,Apiospora montagnei,,,,,pending
DB10845,Phycomyces blakesleeanus,,,,,pending
DB10846,Sporotrichum pruinosum,,,,,pending
DB10847,Stachybotrys chartarum,,,,,pending
DB10848,Syncephalastrum racemosum,,,,,pending
DB10849,Tetracoccosporium paxianum,,,,,pending
DB10850,Verticillium albo-atrum,,,,,pending
DB10851,White catfish,,,,,pending
DB10852,Carob,,,,,pending
DB10853,Sweet cherry,,,,,pending
DB10855,Opilio crab,,,,,pending
DB10856,Bos taurus hair,,,,,pending
DB10857,Serinus canaria feather,,,,,pending
DB10858,Melilotus albus pollen,,,,,pending
DB10859,Melilotus officinalis pollen,,,,,pending
DB10860,Typha latifolia pollen,,,,,pending
DB10861,Atlantic cod,,,,,pending
DB10862,Red currant,,,,,pending
DB10864,Cumin,,,,,pending
DB10865,Cladosporium herbarum,,,,,pending
DB10866,Acheta domesticus,,,,,pending
DB10867,Canis lupus familiaris hair,,,,,pending
DB10868,Odocoileus virginianus hair,,,,,pending
DB10869,Grain mill dust,,,,,pending
DB10870,Epidermophyton floccosum,,,,,pending
DB10871,Ambrosia dumosa pollen,,,,,pending
DB10872,Ambrosia confertiflora pollen,,,,,pending
DB10873,Sporisorium cruentum,,,,,pending
DB10874,Goose,,,,,pending
DB10875,Concord grape,,,,,pending
DB10876,Capra hircus hair,,,,,pending
DB10877,Cavia porcellus hair,,,,,pending
DB10879,Arrhenatherum elatius pollen,,,,,pending
DB10880,Equus caballus hair,,,,,pending
DB10881,Sus scrofa hair,,,,,pending
DB10882,Carya cordiformis pollen,,,,,pending
DB10883,Carya glabra pollen,,,,,pending
DB10884,Millet seed,,,,,pending
DB10885,Mustard greens,,,,,pending
DB10886,Quercus muehlenbergii pollen,,,,,pending
DB10887,Quercus palustris pollen,,,,,pending
DB10888,Quercus stellata pollen,,,,,pending
DB10889,Quercus garryana pollen,,,,,pending
DB10890,Red bell pepper,,,,,pending
DB10891,Perch,,,,,pending
DB10892,Pumpkin,,,,,pending
DB10893,Melopsittacus undulatus feather,,,,,pending
DB10894,Pinus contorta pollen,,,,,pending
DB10895,Pinus sylvestris pollen,,,,,pending
DB10896,Pinus rigida pollen,,,,,pending
DB10897,Capsicum,,,,,pending
DB10898,Oryctolagus cuniculus hair,,,,,pending
DB10899,Sequoia sempervirens pollen,,,,,pending
DB10900,Rumex obtusifolius pollen,,,,,pending
DB10901,Rumex altissimus pollen,,,,,pending
DB10902,Rumex salicifolius var. mexicanus pollen,,,,,pending
DB10903,Sitotroga cerealella,,,,,pending
DB10904,English sole,,,,,pending
DB10905,Safflower,,,,,pending
DB10906,Sugarcane,,,,,pending
DB10907,Sunflower seed,,,,,pending
DB10908,Platanus hybrida pollen,,,,,pending
DB10909,Artemisia californica pollen,,,,,pending
DB10910,Helianthus annuus pollen,,,,,pending
DB10911,Carpinus caroliniana pollen,,,,,pending
DB10912,Picea pungens pollen,,,,,pending
DB10913,"Starch, tapioca",,,,,pending
DB10914,Larix occidentalis pollen,,,,,pending
DB10915,Trichophyton rubrum,,,,,pending
DB10916,Salix lucida ssp. lasiandra pollen,,,,,pending
DB10917,Juniperus virginiana,,,,,pending
DB10918,Venison,,,,,pending
DB10919,Black walnut,,,,,pending
DB10921,Artemisia dracunculus pollen,,,,,pending
DB10922,Pinus banksiana pollen,,,,,pending
DB10923,Pinus resinosa pollen,,,,,pending
DB10924,Pinus nigra pollen,,,,,pending
DB10925,Pinus thunbergii pollen,,,,,pending
DB10926,Carya tomentosa pollen,,,,,pending
DB10927,Iva annua pollen,,,,,pending
DB10928,Bassia scoparia pollen,,,,,pending
DB10929,Cyclachaena xanthifolia pollen,,,,,pending
DB10930,Amaranthus retroflexus whole,,,,,pending
DB10932,Cephalosporium roseum,,,,,pending
DB10933,Cochliobolus lunatus,,,,,pending
DB10934,Haematonectria haematococca,,,,,pending
DB10935,Chrysonilia sitophila,,,,,pending
DB10936,Pleospora betae,,,,,pending
DB10937,Puccinia striiformis var. striiformis,,,,,pending
DB10939,Pleospora tarda,,,,,pending
DB10940,Acacia pollen,,,,,pending
DB10941,Bassia hyssopifolia pollen,,,,,pending
DB10942,Brassica rapa pollen,,,,,pending
DB10943,Callistemon citrinus pollen,,,,,pending
DB10945,Dicoria canescens pollen,,,,,pending
DB10946,Krascheninnikovia lanata pollen,,,,,pending
DB10947,Ambrosia ambrosioides pollen,,,,,pending
DB10948,Ambrosia chamissonis pollen,,,,,pending
DB10949,Koeleria macrantha pollen,,,,,pending
DB10950,Phoenix dactylifera pollen,,,,,pending
DB10952,Quercus dumosa pollen,,,,,pending
DB10953,Suaeda moquinii pollen,,,,,pending
DB10954,Tilia cordata pollen,,,,,pending
DB10955,Apis mellifera venom,,,,,pending
DB10956,Vespula maculifrons venom protein,,,,,pending
DB10957,Dolichovespula arenaria venom protein,,,,,pending
DB10958,Dolichovespula maculata venom protein,,,,,pending
DB10959,Polistes fuscatus venom protein,,,,,pending
DB10961,Hordeum vulgare pollen,,,,,pending
DB10962,Agrostis stolonifera pollen,,,,,pending
DB10963,Phalaris minor pollen,,,,,pending
DB10964,Lolium perenne subsp. multiflorum pollen,,,,,pending
DB10965,Sorghum bicolor subsp. bicolor pollen,,,,,pending
DB10966,Sorghum bicolor subsp. drummondii pollen,,,,,pending
DB10967,Amphiachyris dracunculoides pollen,,,,,pending
DB10968,Iva angustifolia pollen,,,,,pending
DB10969,Neurospora sitophila,,,,,pending
DB10970,Trichophyton tonsurans,,,,,pending
DB10971,Mycogone nigra,,,,,pending
DB10972,Absidia capillata,,,,,pending
DB10973,Thermomyces lanuginosus,,,,,pending
DB10974,Trichosporon cutaneum,,,,,pending
DB10975,Tanacetum cinerariifolium flower,,,,,pending
DB10976,Largemouth bass,,,,,pending
DB10977,Cocoa,,,,,pending
DB10979,Blue crab,,,,,pending
DB10980,Barley malt,,,,,pending
DB10981,Radish,,,,,pending
DB10982,Sage,,,,,pending
DB10983,Thyme,,,,,pending
DB10984,Peppermint,,,,,pending
DB10985,Ulmus rubra pollen,,,,,pending
DB10986,Pseudotsuga menziesii pollen,,,,,pending
DB10987,Carya laciniosa pollen,,,,,pending
DB10988,Maclura pomifera pollen,,,,,pending
DB10989,Hepatitis A Vaccine,,,,,pending
DB10990,Haemophilus influenzae type B strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen,,,,,pending
DB10991,"Bordetella pertussis toxoid antigen (formaldehyde, glutaraldehyde inactivated)",,,,,pending
DB10992,Bordetella pertussis pertactin antigen (formaldehyde inactivated),,,,,pending
DB10994,Human papillomavirus type 16 L1 capsid protein residues 2-471 antigen,,,,,pending
DB10995,Human papillomavirus type 18 l1 capsid protein residues 2-472 antigen,,,,,pending
DB10996,Influenza A virus A/Christchurch/16/2010 NIB-74XP (H1N1) antigen (formaldehyde inactivated),,,,,pending
DB10997,Autologous cultured chondrocytes,,,,,pending
DB10998,"Influenza A virus A/Brisbane/10/2010 (H1N1) antigen (MDCK cell derived, propiolactone inactivated)",,,,,pending
DB10999,"Influenza A virus A/Texas/50/2012 X-223A (H3N2) antigen (MDCK cell derived, propiolactone inactivate",,,,,pending
DB11000,"Influenza B virus B/Massachusetts/2/2012 antigen (MDCK cell derived, propiolactone inactivated)",,,,,pending
DB11001,"Influenza A virus A/South Australia/55/2014 (H3N2) antigen (MDCK cell derived, propiolactone inactiv",,,,,pending
DB11002,"Influenza B virus B/Utah/9/2014 antigen (MDCK cell derived, propiolactone inactivated)",,,,,pending
DB11003,Anthrax vaccine,,,,,pending
DB11004,Betula pendula pollen,,,,,pending
DB11005,Ulmus parvifolia pollen,,,,,pending
DB11006,Parkinsonia florida pollen,,,,,pending
DB11007,Cytisus scoparius flowering top,,,,,pending
DB11008,Poultry,,,,,pending
DB11009,"Quahog, unspecified",,,,,pending
DB11010,"Cod, unspecified",,,,,pending
DB11011,Crab leg,,,,,pending
DB11014,"Salmon, unspecified",,,,,pending
DB11017,Yeast,,,,,pending
DB11018,Canis lupus familiaris dander,,,,,pending
DB11019,Cavia porcellus dander,,,,,pending
DB11020,Bos taurus dander,,,,,pending
DB11021,Equus caballus dander,,,,,pending
DB11022,Aspergillus nidulans,,,,,pending
DB11023,Penicillium digitatum,,,,,pending
DB11024,Clonostachys rosea f. rosea,,,,,pending
DB11025,Dendryphiella vinosa,,,,,pending
DB11026,Solenopsis richteri,,,,,pending
DB11027,Polistes annularis venom protein,,,,,pending
DB11028,Polistes exclamans venom protein,,,,,pending
DB11029,Polistes metricus venom protein,,,,,pending
DB11030,Vespula germanica venom protein,,,,,pending
DB11031,Vespula pensylvanica venom protein,,,,,pending
DB11032,Vespula squamosa venom protein,,,,,pending
DB11033,Vespula vulgaris venom protein,,,,,pending
DB11034,Influenza A virus A/Bolivia/559/2013 (H1N1) live (attenuated) antigen,,,,,pending
DB11035,Influenza A virus A/Switzerland/9715293/2013 (H3N2) live (attenuated) antigen,,,,,pending
DB11036,Influenza B virus B/Phuket/3073/2013 live (attenuated) antigen,,,,,pending
DB11037,Influenza B virus B/Brisbane/60/2008 live (attenuated) antigen,,,,,pending
DB11038,Influenza A virus A/Brisbane/59/2007(H1N1) hemagglutinin antigen (propiolactone inactivated),,,,,pending
DB11039,Influenza A virus A/Uruguay/716/2007(H3N2) hemagglutinin antigen (propiolactone inactivated),,,,,pending
DB11040,Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (propiolactone inactivated),,,,,pending
DB11041,Influenza A virus A/California/7/2009 X-181 (H1N1) hemagglutinin antigen (propiolactone inactivated),,,,,pending
DB11042,Influenza A virus A/Victoria/210/2009 X-187 (H3N2) hemagglutinin antigen (propiolactone inactivated),,,,,pending
DB11043,Influenza A virus A/Victoria/210/2009 X-187 (H3N2) antigen (propiolactone inactivated),,,,,pending
DB11044,Influenza B virus B/Brisbane/60/2008 antigen (propiolactone inactivated),,,,,pending
DB11045,Influenza A virus A/Texas/50/2012 X-223 (H3N2) antigen (propiolactone inactivated),,,,,pending
DB11046,Influenza B virus B/Massachusetts/2/2012 BX-51B antigen (propiolactone inactivated),,,,,pending
DB11047,Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) antigen (propiolactone inactivated),,,,,pending
DB11048,Influenza A virus A/California/7/2009(H1N1)-like hemagglutinin antigen (propiolactone inactivated),,,,,pending
DB11050,Typhoid Vaccine Live,,,,,pending
DB11051,Azficel-T,,,,,pending
DB11054,Human cord blood hematopoietic progenitor cell,,,,,pending
DB11056,Stannous chloride,λ²-tin(2+) ion dichloride,[Cl-].[Cl-].[Sn++],189.839901985,Cl2Sn,pending
DB11057,Mineral oil,,,,,pending
DB11058,Petrolatum,,,,,pending
DB11059,Carboxymethylcellulose,,,,,pending
DB11060,Polyvinyl alcohol,,,,,pending
DB11061,Povidone,,,,,pending
DB11062,Octisalate,,,,,pending
DB11063,Polysorbate 80,,,,,pending
DB11064,Homosalate,,,,,pending
DB11065,Pancrelipase amylase,,,,,pending
DB11066,Pancrelipase protease,,,,,pending
DB11067,Heme iron polypeptide,,,,,pending
DB11068,Selenic acid,selenic acid,O[Se](O)(=O)=O,145.91183038,H2O4Se,pending
DB11069,Schizochytrium DHA oil,,,,,pending
DB11071,Phenyl salicylate,phenyl 2-hydroxybenzoate,OC1=CC=CC=C1C(=O)OC1=CC=CC=C1,214.062994186,C13H10O3,pending
DB11072,Hydrogen fluoride,hydrogen fluoride,F,20.006228237,FH,pending
DB11073,Cetylpyridinium,1-hexadecylpyridin-1-ium,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1,304.299876648,C21H38N,pending
DB11074,Dimethicone,,,,,pending
DB11075,Hypromellose,,,,,pending
DB11077,Polyethylene glycol 400,,,,,pending
DB11079,Trolamine salicylate,2-[bis(2-hydroxyethyl)amino]ethan-1-ol; 2-hydroxybenzoic acid,OCCN(CCO)CCO.OC(=O)C1=CC=CC=C1O,287.1368874,C13H21NO6,pending
DB11080,Silver nitrate,argentio nitrate,[O-][N+](=O)O[Ag],168.892910891,AgNO3,pending
DB11081,Aluminum chloride,trichloroalumane,Cl[Al](Cl)Cl,131.888096562,AlCl3,pending
DB11082,Coal tar,,,,,pending
DB11085,Resorcinol,"benzene-1,3-diol",OC1=CC(O)=CC=C1,110.036779436,C6H6O2,pending
DB11086,Cocoa butter,,,,,pending
DB11087,Pyrethrum extract,,,,,pending
DB11088,Shark liver oil,,,,,pending
DB11089,Docusate,"1,4-bis[(2-ethylhexyl)oxy]-1,4-dioxobutane-2-sulfonic acid",CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(O)(=O)=O,422.23382426,C20H38O7S,pending
DB11090,Potassium nitrate,potassium nitrate,[K+].[O-][N+]([O-])=O,100.951524732,KNO3,pending
DB11091,Hydrogen peroxide,peroxol,OO,34.005479308,H2O2,pending
DB11092,Stannous fluoride,difluorostannane,F[Sn]F,157.899002981,F2Sn,pending
DB11093,Calcium Citrate,"tricalcium bis(2-hydroxypropane-1,2,3-tricarboxylate)",[Ca++].[Ca++].[Ca++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,497.8948277,C12H10Ca3O14,pending
DB11094,Vitamin D,,,,,pending
DB11095,Desirudin,,,,,pending
DB11096,Meradimate,5-methyl-2-(propan-2-yl)cyclohexyl 2-aminobenzoate,CC(C)C1CCC(C)CC1OC(=O)C1=CC=CC=C1N,275.188529049,C17H25NO2,pending
DB11097,Plantago seed,,,,,pending
DB11098,Potassium bicarbonate,potassium hydrogen carbonate,[K+].OC([O-])=O,99.956275759,CHKO3,pending
DB11099,Crypthecodinium cohnii DHA oil,,,,,pending
DB11100,Allantoin,"(2,5-dioxoimidazolidin-4-yl)urea",NC(=O)NC1NC(=O)NC1=O,158.043990078,C4H6N4O3,pending
DB11102,N-acetyltyrosine,(2S)-2-acetamido-3-(4-hydroxyphenyl)propanoic acid,CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,223.084457909,C11H13NO4,pending
DB11104,Sulfur hexafluoride,hexafluoro-λ⁶-sulfane,FS(F)(F)(F)(F)F,145.962490152,F6S,pending
DB11105,Benzalkonium,,,,,pending
DB11107,Potassium bitartrate,"potassium (2R,3R)-3-carboxy-2,3-dihydroxypropanoate",[K+].O[C@H]([C@@H](O)C([O-])=O)C(O)=O,187.97231937,C4H5KO6,pending
DB11108,Aluminum sesquichlorohydrate,,,,,pending
DB11109,Chlorine,dichlorane,ClCl,69.937705414,Cl2,pending
DB11110,Magnesium citrate,"trimagnesium(2+) bis(2-hydroxypropane-1,2,3-tricarboxylate)",[Mg++].[Mg++].[Mg++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,449.9621801,C12H10Mg3O14,pending
DB11111,Witch hazel,,,,,pending
DB11112,Lanolin,,,,,pending
DB11113,Castor oil,,,,,pending
DB11114,Eucalyptus oil,,,,,pending
DB11115,Ensulizole,"2-phenyl-1H-1,3-benzodiazole-6-sulfonic acid",OS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C1=CC=CC=C1,274.041213364,C13H10N2O3S,pending
DB11116,Aluminum zirconium trichlorohydrex gly,,,,,pending
DB11117,Undecylenic acid,undec-10-enoic acid,OC(=O)CCCCCCCCC=C,184.146329884,C11H20O2,pending
DB11118,Ammonia,,,,,pending
DB11119,Sodium iodide,sodium iodide,[Na+].[I-],149.89424,INa,pending
DB11120,Turpentine,,,,,pending
DB11121,Chloroxylenol,"4-chloro-3,5-dimethylphenol",CC1=CC(O)=CC(C)=C1Cl,156.0341926,C8H9ClO,pending
DB11123,Hypochlorite,hypochlorite,[O-]Cl,50.963767329,ClO,pending
DB11124,Racepinephrine,,,,,pending
DB11125,Benzethonium,"benzyldimethyl(2-{2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy}ethyl)azanium",CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1,412.321006017,C27H42NO2,pending
DB11126,Calcium gluconate,"calcium bis((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate)",[Ca++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C,430.0635463,C12H22CaO14,pending
DB11127,Selenious acid,selenous acid,O[Se](O)=O,129.916915758,H2O3Se,pending
DB11128,Ammonium molybdate,heptamolybdenum(6+) ion hexaammonium tetrahydrate tetracosaoxidandiide,[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].O.O.O.O.[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O,1249.464289,H32Mo7N6O28,pending
